Source	Var_name
QQQ_student	PA172Q03WA
QQQ_student	PA172Q04WA
QQQ_student	PA172Q05WA
QQQ_student	PA172Q06WA
QQQ_student	PA018Q01NA
QQQ_student	PA018Q02NA
QQQ_student	PA018Q03NA
QQQ_student	PA177Q01HA
QQQ_student	PA177Q02HA
QQQ_student	PA177Q03HA
QQQ_student	PA177Q04HA
QQQ_student	PA177Q05HA
QQQ_student	PA177Q06HA
QQQ_student	PA177Q07HA
QQQ_student	PA177Q08HA
QQQ_student	PA180Q01HA
QQQ_student	PA182Q01HA
QQQ_student	PA175Q01HA
QQQ_student	PA175Q02HA
QQQ_student	PA041Q01TA
QQQ_student	PA042Q01TA
QQQ_student	EFFORT1
QQQ_student	EFFORT2
QQQ_student	OCOD1
QQQ_student	OCOD2
QQQ_student	OCOD3
QQQ_student	GRADE
QQQ_student	AGE
QQQ_student	PROGN
QQQ_student	COBN_S
QQQ_student	COBN_M
QQQ_student	COBN_F
QQQ_student	LANGN
QQQ_student	ISCEDL
QQQ_student	ISCEDD
QQQ_student	ISCEDO
QQQ_student	MISCED
QQQ_student	FISCED
QQQ_student	HISCED
QQQ_student	PARED
QQQ_student	MISCED_D
QQQ_student	FISCED_D
QQQ_student	HISCED_D
QQQ_student	PAREDINT
QQQ_student	BMMJ1
QQQ_student	BFMJ2
QQQ_student	HISEI
QQQ_student	LANGMOTHER
QQQ_student	LANGFATHER
QQQ_student	LANGSIBLINGS
QQQ_student	LANGFRIEND
QQQ_student	LANGSCHMATES
QQQ_student	IMMIG
QQQ_student	DURECEC
QQQ_student	REPEAT
QQQ_student	BSMJ
QQQ_student	MMINS
QQQ_student	LMINS
QQQ_student	SMINS
QQQ_student	TMINS
QQQ_student	FCFMLRTY
QQQ_student	SCCHANGE
QQQ_student	CHANGE
QQQ_student	STUBMI
QQQ_student	ESCS
QQQ_student	UNDREM
QQQ_student	METASUM
QQQ_student	METASPAM
QQQ_student	ICTHOME
QQQ_student	ICTSCH
QQQ_student	HOMEPOS
QQQ_student	CULTPOSS
QQQ_student	HEDRES
QQQ_student	WEALTH
QQQ_student	ICTRES
QQQ_student	DISCLIMA
